order_id,order_date,product,quantity,unit_price,amount,status
3048,2026-03-09,Dock,5,17.13,85.65,paid
3049,2026-03-14,Monitor,2,305.64,611.28,pending
3050,2026-04-19,Stand,4,89.57,358.28,paid
3051,2026-02-01,Keyboard,4,230.8,923.2,pending
3052,2026-01-01,Monitor,5,63.76,318.8,paid
3053,2026-04-19,Keyboard,1,284.18,284.18,paid
3054,2026-05-01,Monitor,4,16.43,65.72,paid
3055,2026-01-24,Cable,5,55.97,279.85,paid
3056,2026-05-04,Webcam,2,159.78,319.56,paid
3057,2026-05-15,Dock,5,165.25,826.25,refunded
3058,2026-05-23,Cable,2,197.74,395.48,paid
3059,2026-01-12,Monitor,5,239.05,1195.25,pending
3060,2026-06-12,Webcam,3,267.36,802.08,refunded
3061,2026-03-23,Monitor,3,192.3,576.9,paid
3062,2026-01-18,Monitor,2,194.12,388.24,cancelled
3063,2026-04-12,Cable,5,16.13,80.65,cancelled
3064,2026-05-17,Cable,5,163.77,818.85,paid
3065,2026-03-11,Cable,4,172.51,690.04,refunded
3066,2026-06-11,Cable,1,292.75,292.75,cancelled
3067,2026-04-10,Keyboard,1,246.91,246.91,refunded
3068,2026-04-19,Keyboard,4,129.54,518.16,paid
3069,2026-02-18,Dock,3,75.23,225.69,paid
3070,2026-05-10,Keyboard,5,72.82,364.1,paid
3071,2026-06-05,Mouse,1,241.88,241.88,cancelled
3072,2026-03-06,Keyboard,4,203.92,815.68,paid
3073,2026-02-14,Monitor,2,23.38,46.76,refunded
3074,2026-04-28,Monitor,4,226.57,906.28,paid
3075,2026-01-17,Monitor,1,116.79,116.79,paid
3076,2026-03-08,Headset,4,103.11,412.44,paid
3077,2026-04-10,Headset,5,231.18,1155.9,refunded
3078,2026-06-03,Monitor,2,38.25,76.5,paid
3079,2026-03-05,Webcam,1,309.15,309.15,cancelled
3080,2026-04-15,Mouse,3,39.26,117.78,paid
3081,2026-02-23,Stand,5,178.06,890.3,paid
3082,2026-03-04,Keyboard,4,111.49,445.96,refunded
3083,2026-01-25,Headset,4,35.53,142.12,pending
3084,2026-02-23,Keyboard,1,139.47,139.47,refunded
3085,2026-03-05,Cable,5,51.77,258.85,pending
3086,2026-03-25,Dock,1,119.35,119.35,refunded
3087,2026-06-06,Monitor,2,41.37,82.74,refunded
3088,2026-05-14,Mouse,4,302.32,1209.28,pending
3089,2026-02-20,Cable,4,180.12,720.48,paid
3090,2026-03-14,Cable,4,254.37,1017.48,paid
3091,2026-04-06,Keyboard,1,181.27,181.27,pending
3092,2026-05-24,Stand,4,40.12,160.48,refunded
3093,2026-05-02,Webcam,2,285.96,571.92,paid
3094,2026-01-16,Headset,2,311.3,622.6,pending
3095,2026-02-24,Stand,1,249.74,249.74,pending
3096,2026-02-14,Cable,5,57.87,289.35,paid
3097,2026-06-24,Webcam,4,133.69,534.76,cancelled
3098,2026-01-23,Keyboard,4,71.84,287.36,pending
3099,2026-05-13,Cable,5,233.91,1169.55,cancelled
3100,2026-04-03,Stand,2,278.04,556.08,pending
3101,2026-01-18,Keyboard,5,204.19,1020.95,paid
3102,2026-02-24,Mouse,4,207.43,829.72,paid
3103,2026-05-28,Webcam,4,226.97,907.88,pending
3104,2026-01-07,Headset,4,19.16,76.64,refunded
3105,2026-02-05,Monitor,4,172.09,688.36,refunded
3106,2026-01-10,Monitor,1,63.41,63.41,refunded
3107,2026-06-16,Keyboard,4,307.94,1231.76,cancelled
3108,2026-01-03,Mouse,2,29.19,58.38,pending
3109,2026-02-19,Keyboard,5,225.54,1127.7,refunded
3110,2026-02-24,Stand,1,127.13,127.13,refunded
3111,2026-06-20,Monitor,3,52.52,157.56,paid
3112,2026-06-23,Mouse,2,188.78,377.56,cancelled
3113,2026-02-13,Cable,4,167.87,671.48,paid
3114,2026-01-04,Stand,3,97.45,292.35,pending
3115,2026-02-09,Keyboard,2,230.48,460.96,refunded
3116,2026-05-09,Keyboard,4,307.14,1228.56,refunded
3117,2026-03-08,Stand,5,47.86,239.3,paid
3118,2026-02-02,Dock,4,92.59,370.36,pending
3119,2026-01-04,Dock,1,30.03,30.03,paid
3120,2026-02-24,Stand,5,246.67,1233.35,cancelled
3121,2026-01-15,Keyboard,4,187.5,750.0,cancelled
3122,2026-03-03,Cable,3,180.54,541.62,pending
3123,2026-03-05,Mouse,1,193.74,193.74,cancelled
3124,2026-05-10,Stand,2,31.19,62.38,paid
3125,2026-04-07,Mouse,4,262.55,1050.2,cancelled
3126,2026-01-03,Headset,5,127.88,639.4,pending
3127,2026-06-02,Cable,2,155.38,310.76,cancelled
3128,2026-03-07,Mouse,1,155.7,155.7,cancelled
3129,2026-03-01,Headset,5,223.16,1115.8,pending
3130,2026-05-11,Keyboard,1,210.46,210.46,paid
3131,2026-04-05,Cable,4,8.28,33.12,paid
3132,2026-03-25,Cable,3,55.92,167.76,paid
3133,2026-05-16,Webcam,3,278.43,835.29,paid
3134,2026-02-02,Webcam,1,106.09,106.09,paid
3135,2026-05-27,Cable,3,119.18,357.54,cancelled
3136,2026-06-07,Headset,3,11.61,34.83,paid
3137,2026-02-05,Mouse,5,236.15,1180.75,pending
3138,2026-03-11,Headset,4,146.04,584.16,paid
3139,2026-02-28,Cable,4,96.44,385.76,paid
3140,2026-01-03,Webcam,4,286.85,1147.4,paid
3141,2026-06-03,Dock,3,76.11,228.33,pending
3142,2026-05-11,Mouse,2,67.19,134.38,paid
3143,2026-04-23,Cable,3,308.83,926.49,pending
3144,2026-05-14,Monitor,4,31.54,126.16,paid
3145,2026-04-16,Mouse,3,251.9,755.7,cancelled
3146,2026-01-12,Keyboard,2,291.8,583.6,refunded
3147,2026-05-14,Cable,3,118.97,356.91,paid
3148,2026-06-13,Mouse,1,212.03,212.03,cancelled
3149,2026-06-13,Cable,2,46.8,93.6,pending
3150,2026-04-19,Mouse,5,278.39,1391.95,paid
3151,2026-01-12,Webcam,4,225.0,900.0,paid
3152,2026-02-12,Headset,4,269.41,1077.64,refunded
3153,2026-03-27,Monitor,3,278.95,836.85,paid
3154,2026-02-08,Headset,3,300.34,901.02,paid
3155,2026-04-03,Monitor,5,122.04,610.2,cancelled
3156,2026-03-14,Mouse,4,152.99,611.96,paid
3157,2026-02-26,Mouse,3,309.6,928.8,paid
3158,2026-02-06,Webcam,1,41.37,41.37,pending
3159,2026-03-04,Cable,2,309.21,618.42,cancelled
3160,2026-05-20,Cable,1,45.42,45.42,paid
3161,2026-01-21,Headset,4,299.41,1197.64,paid
3162,2026-04-20,Mouse,2,290.14,580.28,pending
3163,2026-06-21,Stand,1,275.97,275.97,paid
3164,2026-02-20,Headset,3,163.08,489.24,pending
3165,2026-06-11,Headset,5,293.95,1469.75,pending
3166,2026-06-18,Keyboard,2,108.56,217.12,paid
3167,2026-04-27,Headset,4,73.12,292.48,paid
3168,2026-02-13,Keyboard,4,199.75,799.0,pending
3169,2026-05-01,Dock,4,166.0,664.0,paid
3170,2026-04-03,Keyboard,3,31.79,95.37,paid
3171,2026-06-07,Mouse,2,216.48,432.96,cancelled
3172,2026-04-16,Webcam,4,14.22,56.88,paid
3173,2026-02-02,Monitor,1,41.57,41.57,paid
3174,2026-05-22,Stand,3,19.72,59.16,refunded
3175,2026-04-08,Keyboard,4,38.96,155.84,paid
3176,2026-06-16,Monitor,4,93.63,374.52,paid
3177,2026-06-11,Keyboard,2,40.51,81.02,paid
3178,2026-03-11,Cable,3,303.65,910.95,paid
3179,2026-05-08,Dock,2,73.29,146.58,paid
3180,2026-01-05,Webcam,1,127.2,127.2,refunded
3181,2026-04-22,Headset,5,153.97,769.85,paid
3182,2026-06-23,Mouse,1,25.86,25.86,refunded
3183,2026-01-16,Dock,3,291.87,875.61,paid
3184,2026-01-25,Monitor,4,298.51,1194.04,paid
3185,2026-03-13,Headset,5,98.58,492.9,paid
3186,2026-04-06,Webcam,4,152.61,610.44,paid
3187,2026-02-17,Cable,2,249.45,498.9,paid
3188,2026-03-05,Dock,5,53.66,268.3,paid
3189,2026-06-17,Stand,5,286.21,1431.05,paid
3190,2026-01-07,Keyboard,5,184.3,921.5,cancelled
3191,2026-05-10,Cable,5,240.16,1200.8,paid
3192,2026-01-02,Cable,3,168.68,506.04,refunded
3193,2026-02-04,Keyboard,2,109.3,218.6,paid
3194,2026-04-23,Monitor,5,234.0,1170.0,refunded
3195,2026-04-06,Cable,2,276.11,552.22,cancelled
3196,2026-02-23,Keyboard,3,229.5,688.5,paid
3197,2026-04-23,Webcam,4,76.54,306.16,pending
3198,2026-03-07,Stand,3,215.02,645.06,paid
3199,2026-06-28,Headset,4,310.12,1240.48,cancelled
3200,2026-06-11,Stand,1,215.44,215.44,pending
3201,2026-02-11,Webcam,2,106.87,213.74,refunded
3202,2026-03-13,Monitor,3,242.96,728.88,paid
3203,2026-06-02,Stand,5,114.47,572.35,pending
3204,2026-04-19,Mouse,3,297.6,892.8,cancelled
3205,2026-01-17,Stand,4,22.01,88.04,paid
3206,2026-01-21,Stand,2,275.25,550.5,paid
3207,2026-05-09,Mouse,4,319.12,1276.48,paid
3208,2026-03-16,Keyboard,5,318.71,1593.55,cancelled
3209,2026-01-26,Headset,3,225.59,676.77,paid
3210,2026-05-18,Cable,5,47.41,237.05,paid
3211,2026-05-24,Monitor,2,63.12,126.24,paid
3212,2026-05-16,Webcam,5,190.05,950.25,paid
3213,2026-01-12,Mouse,3,147.38,442.14,paid
3214,2026-03-08,Keyboard,1,83.49,83.49,refunded
3215,2026-02-01,Keyboard,5,43.87,219.35,paid
3216,2026-02-02,Stand,1,44.53,44.53,paid
3217,2026-05-23,Mouse,3,218.94,656.82,refunded
3218,2026-05-07,Dock,4,113.67,454.68,pending
3219,2026-03-12,Webcam,2,178.07,356.14,pending
3220,2026-01-05,Stand,1,303.59,303.59,paid
3221,2026-02-12,Stand,1,31.46,31.46,pending
3222,2026-06-17,Monitor,3,54.58,163.74,refunded
3223,2026-01-15,Mouse,3,175.09,525.27,pending
3224,2026-01-15,Stand,1,120.67,120.67,paid
3225,2026-02-09,Keyboard,5,214.19,1070.95,pending
3226,2026-03-08,Headset,4,152.44,609.76,cancelled
3227,2026-02-11,Dock,1,96.44,96.44,cancelled
3228,2026-01-12,Webcam,2,310.9,621.8,paid
3229,2026-01-04,Headset,2,226.99,453.98,cancelled
3230,2026-06-03,Stand,5,253.12,1265.6,paid
3231,2026-02-14,Cable,5,300.59,1502.95,cancelled
3232,2026-02-04,Dock,4,102.59,410.36,paid
3233,2026-05-16,Mouse,3,12.04,36.12,pending
3234,2026-02-13,Monitor,2,281.78,563.56,paid
3235,2026-02-26,Mouse,2,232.75,465.5,pending
3236,2026-03-16,Headset,1,127.77,127.77,paid
3237,2026-03-17,Monitor,5,81.2,406.0,paid
3238,2026-05-22,Dock,2,56.54,113.08,pending
3239,2026-06-17,Webcam,4,171.28,685.12,pending
3240,2026-02-05,Headset,3,181.31,543.93,paid
3241,2026-01-03,Monitor,5,175.07,875.35,cancelled
3242,2026-03-20,Headset,2,199.36,398.72,refunded
3243,2026-06-16,Cable,3,246.02,738.06,paid
3244,2026-03-03,Stand,1,201.68,201.68,cancelled
3245,2026-03-19,Dock,3,136.36,409.08,pending
3246,2026-04-24,Mouse,3,167.19,501.57,pending
3247,2026-06-20,Stand,3,211.13,633.39,refunded
3248,2026-02-28,Keyboard,5,272.75,1363.75,cancelled
3249,2026-05-03,Headset,5,12.53,62.65,refunded
